frame,X,Y
72,842.8578843978286,489.606209978348
73,842.8918839282123,490.9983128122092
74,842.4841455403372,492.5697480459213
75,841.7029823338676,494.2188028576119
76,840.5729897140955,495.9332951206008
77,839.1140108100494,497.6967945368129
78,839.1140118910754,497.69679238106073
79,837.4826017900987,499.3292019003051
80,835.6456462865776,500.77563494844463
81,833.8113933189064,502.13447785330845
82,832.0774051006778,503.222218789119
83,832.0773976563581,503.2221658158626
84,829.274634717577,504.42382580104623
85,829.2746315688619,504.42382145918515
86,828.3575524740633,504.5351709263567
87,827.6899332527814,504.2156798717849
88,827.3488583069839,503.67574725590464
89,827.4047957975025,502.673363379286
90,827.4047941955496,502.67336399209614
91,827.7458294729644,501.3284828670296
92,828.5114898009583,499.6757687748045
93,829.6255314574861,497.7201227390181
94,831.0859373063179,495.63418438807525
95,831.0565293975595,495.6136878189341
96,834.5453778995497,490.6216518826761
97,834.5453729334092,490.62165209836706
98,836.3896601358609,487.9884126434507
99,838.210156391448,485.3027433119799
100,839.7620771289975,482.72871887635665
101,841.1339991922925,480.1915506544769
102,841.1339996649236,480.19155133258874
103,843.0019700234373,476.0175591184627
104,843.0010457449993,476.0092146870324
105,843.3695868740275,474.3681634099512
106,843.3896806512869,473.09613851958954
107,843.108214819474,472.0933925789747
108,842.3375579609037,471.5820968552461
109,842.3375558683576,471.58209523675185
110,841.0401070175224,471.4730809915024
111,839.4412814043442,471.7349451551196
112,837.402175868284,472.4127247591787
113,835.1795187955144,473.3861586143965
114,835.1795182330062,473.38615901625747
115,832.7574637292723,474.69705880288853
116,830.1764068030797,476.1615647990448
117,827.579727187206,477.9192263302916
118,825.2170107212062,479.6989357333094
119,825.2170099538552,479.69893679462615
120,821.0332687947781,483.4409827333659
121,821.0357320112498,483.4391619790335
122,819.3532808464137,485.2140806170777
123,818.0747561536328,486.96371442231526
124,817.2720026499028,488.5137119548721
125,817.0197764650871,489.9731842159902
126,817.020130713918,489.97277666732356
127,817.1981052528027,491.19930672095035
128,817.9763959623605,492.2590824796349
129,819.2907931747054,493.1211960470734
130,821.0299639001959,493.7660904702319
131,823.2583402643008,494.2317287167639
132,825.598432786455,494.4248227875089
133,825.598432786455,494.42482591412704
134,828.2267057848785,494.47042286393247
135,830.8216987377959,494.4178969432439
136,833.6666297727094,494.29440305095517
137,836.3646403335871,494.12130181687405
138,836.3646416309394,494.12129895864
139,841.131002390348,493.7015010294437
140,841.1310036951256,493.70150491346305
141,843.1348144298261,493.5290630839673
142,844.6194788993441,493.5071407760562
143,845.889160056227,493.5668974834736
144,846.6139562140606,493.7854778775441
145,846.611866161173,493.79173114837505
146,846.8220651353791,494.0655667376979
147,846.6178916403852,494.4371487746432
148,845.904657178907,494.85087580402256
149,844.7168485249405,495.52831567698087
150,844.7168489084946,495.5283190872192
151,841.5288803437817,496.6543794989109
152,841.5290804966778,496.6489028822077
153,839.5370645381952,497.1877358075722
154,837.5344096816557,497.562129863326
155,837.5344113883331,497.56213008325784
156,835.443778509296,497.79689435762094
157,833.2982177977938,497.83302824958196
158,831.337651899152,497.78509939839665
159,829.5813267596176,497.44220129674545
160,828.0437272720878,496.7915850721606
161,828.0437256674204,496.79158433942496
162,826.8975451283786,495.9334713125123
163,826.0905335257086,494.87823894226295
164,825.7818837168194,493.38404540661423
165,825.8648620284339,491.8794705448176
166,825.8512269697472,491.8938978094475
167,826.401056965018,490.0980927873262
168,827.2799079105215,488.0986132947058
169,828.1916275668545,486.0817367873889
170,829.4002982079259,483.91936443766747
171,830.7233186491488,481.74717915228956
172,832.1996099725496,479.6146156047209
173,832.1996126187713,479.6146077854729
174,833.8066996396573,477.5884325838128
175,835.5130950490453,475.73357637224774
176,836.8004860127818,474.05266997271457
177,837.9796529195519,472.66784428000216
178,837.9796633091083,472.66785124297826
179,838.766565283134,471.67049022648627
180,839.1785344663471,471.00650390094864
181,839.1869139977398,470.75592956018926
182,838.9479334220391,470.86668042250926
183,838.3529588055325,471.43628545519283
184,837.5230330947093,472.43695041470505
185,837.5230347177062,472.4369472313001
186,836.5132097636009,473.96879648440563
187,835.1064101509228,475.51875625120636
188,833.4244459534104,477.5681859814929
189,831.3711867348674,479.85265615930706
190,831.3711869630133,479.8526591013813
191,826.9901777145903,484.68505606064105
192,826.9901749615689,484.685055731975
193,824.9516345707368,487.0807994741148
194,823.2271030334551,489.3798295174735
195,822.1243573752179,492.0440159784213
196,821.3331018810757,494.05125023688885
197,821.333098918372,494.0512494345944
198,820.7747408430625,495.99805592675784
199,820.6768946032005,497.9600930116754
200,820.6440194426604,499.2211704569867
201,820.8976833633552,500.44861843238283
202,821.6665815843868,501.36555303189897
203,821.6667374742058,501.3636897829727
204,822.9968117159428,501.8111912626891
205,824.8933747226795,502.1030922372623
206,827.1572647584973,501.9934815180413
207,829.8905188069538,501.63487740359795
208,832.8637007506452,500.9639270033656
209,832.8637467628164,500.96390272853915
210,835.8119760703469,500.18137781054054
211,838.4462035974734,499.22977167236274
212,840.7907722742659,497.9464329699563
213,842.8183067648745,496.8865054040867
214,842.818249032468,496.886430771661
215,844.5093694321178,495.6019676109089
216,845.8604857336778,494.4073555495787
217,847.0186259271785,493.3546973080372
218,847.8928999161117,492.39689815197454
219,847.892899539404,492.3968977893606
220,848.4671662070333,490.8340786381472
221,848.4671662070333,490.8340803866879
222,847.9054717519397,490.33245597697555
223,846.7535940134721,489.9498284869359
224,845.0045762065507,489.4665325269702
225,843.0542857446458,489.42619211968884
226,840.8180393749524,489.2052775633378
227,840.8188054396237,489.2090017457825
228,838.5052902895063,489.0989687997176
229,836.1221725953103,489.0939157558069
230,833.6570292297541,488.93579093294954
231,833.657029229754,488.93579147507904
232,829.0063894169358,488.4115397968697
233,829.0063885650709,488.4115397968697
234,826.9003326657509,488.01388605663414
235,825.0776468686323,487.54317684433465
236,823.753181492451,486.79170685343723
237,823.0120576017919,486.0382959132587
238,823.0120576017919,486.0382959132587
239,822.5305997917927,485.07299080847343
240,822.5457033402522,484.0573360921093
241,823.0148724217389,483.0268663081543
242,823.6085044091525,481.88245232161574
243,824.5264815748909,480.6630398428211
244,825.614195979678,479.4902392334433
245,825.6141955769207,479.4902443727649
246,826.9753151297427,478.3002601917129
247,828.7231489221793,477.34433468544825
248,830.4773358189834,476.37448576310993
249,832.3770220880343,475.5604508629056
250,834.222132075835,475.1396115523161
251,834.283428733273,475.17259606287627
252,835.9390153473386,474.8979412995481
253,837.1853639678609,474.9767953085007
254,837.8968094979599,475.4558084639432
255,838.162886524341,476.0888818720836
256,838.1628847831424,476.08888269077613
257,838.1018496867747,477.19724690085366
258,837.8431938406745,478.6014088558659
259,837.3418844867732,480.35389065913813
260,836.6980071667772,482.36108334187014
261,835.807475134551,484.4847871304261
262,834.6877480341484,486.90002681641516
263,834.6877426633005,486.9000275219161
264,833.4535586374326,489.46402189708226
265,832.0584927418022,491.839130279744
266,832.0584944996607,491.83913024873726
267,828.7143956131712,496.73981380954166
268,828.7143792612678,496.73984547146534
269,826.8334875239069,498.8977847296449
270,825.3972484807862,500.9565816476107
271,824.3984036993072,502.54159915094357
272,824.2063839892534,503.95855635337
273,824.4978986008406,504.94107084037273
274,824.4979021363451,504.941070267992
275,825.1387135296609,505.5419961928685
276,826.0194121405299,506.01209130297696
277,826.8885094223374,505.729270433973
278,826.8885094223374,505.7292733091197
279,829.3362913538763,504.6594658385314
280,829.3362883707491,504.65946256487604
281,831.0558329813531,503.34660429678945
282,833.0487503150391,502.0469006577234
283,835.2838773183757,500.331148758039
284,837.7043347074224,498.5259311948031
285,837.7043332893719,498.52593274635393
286,842.3550387459121,494.4432941592295
287,842.3550397503186,494.4432873908948
288,844.1984103091725,492.3227374044721
289,845.5765387167829,490.2189106084675
290,846.3974487569333,488.36499161060505
291,846.7635692185376,486.62479938766944
292,846.7646007340193,486.6290279366635
293,846.8196904520918,484.9844956310045
294,846.5584931868132,483.65984698034873
295,845.8758578513446,482.4575125585596
296,844.9608614301366,481.63733298917117
297,843.5908573388446,481.00344651248906
298,841.8092604423513,480.6831063789454
299,841.8092681536027,480.68310477196815
300,839.6205758837569,480.4054110200582
301,837.0919180990232,480.4658303312624
302,834.235740668395,480.56934026571383
303,834.235740668395,480.5693398988367
304,831.5890264715754,480.886292834891
305,829.0530817336335,481.13109852842894
306,826.4888910341671,481.4650456760318
307,824.2631401123358,481.81279788455316
308,822.4819886102366,482.10030841598046
309,822.471558076658,482.1255653696861
310,820.0323997375903,482.74730290893945
311,820.0323185867954,482.74746453156
312,819.2772198457365,482.8161042454636
313,819.0989559390976,483.05684589703037
314,819.0989001899767,483.0568810192775
315,819.8469291526291,482.9656951895172
316,819.8416455920576,482.9488235408016
317,820.8872039061686,482.82624698243643
318,822.3070408098569,482.6388928494104
319,824.1466651968782,482.55290425443536
320,826.188265215696,482.3722004474336
321,828.3237428276133,482.25445033722394
322,830.5688940762446,482.28658973415685
323,830.5688956056237,482.2865869650549
324,832.6839472973284,482.26837541676474
325,834.6145708292626,482.517364145415
326,836.3890831479843,482.8366398234039
327,837.8341297587884,483.45831322245044
328,837.8341320941998,483.45831160778454
329,838.9510271200251,484.28985204922344
330,839.8008444928691,485.2938601721368
331,840.3109409343666,486.5844350019918
332,840.6263637128022,487.90252813975786
333,840.6263825583065,487.90244486971466
334,840.6174335836789,489.60432822314584
335,840.1879801091682,491.2693662968414
336,839.3311547834014,493.2285471410576
337,838.2421501213199,495.131212686534
338,838.242150518043,495.13121268653396
339,836.8331499400126,496.86872765506257
340,835.2313165104846,498.72765109158917
341,833.7065531540037,500.46823310016646
342,832.1896457535183,501.8997548045296
343,830.9340103983935,503.17679149860106
344,830.9340081699721,503.1767944585468
345,828.7770849998938,504.69261216972393
346,828.7770814602964,504.69261040895594
347,828.0494611449744,504.9639846147869
348,827.7083632941375,504.9544296669
349,827.7083632941376,504.95441706403926
350,827.9672090355599,503.71263129379025
351,827.9622413510035,503.71215371684
352,828.599025628661,502.7230271468261
353,829.4869470914522,501.2483807002444
354,830.7147659854977,499.4586240184091
355,832.3523698870649,497.56197020762596
356,834.0290961968918,495.28844366058763
357,834.0290960937597,495.28844682749923
358,835.7025858328241,492.9449404287994
359,837.3384705520017,490.57566439632006
360,838.928867638521,488.0107694599575
361,840.3816782564451,485.7141190353428
362,841.643002765315,483.2773562888163
363,841.6430045289088,483.27736101357056
364,842.7269872341025,481.176645528216
365,843.3804399430289,479.215199951821
366,843.5544500749158,477.4650965240021
367,843.3688484933476,476.1086631972193
368,843.3688484933476,476.1086614408335
369,842.9649788174103,475.10864869611027
370,842.059462317985,474.4010001245988
371,840.7985546204295,474.06881125287146
372,839.0908554432596,474.0859976356233
373,837.2036549846623,474.43184645600513
374,835.0182788684468,474.9179399923988
375,835.0182343275056,474.91793234987756
376,832.7141997550605,475.78202266967054
377,830.3047725184515,476.9022673371651
378,828.0035593947622,478.0639997747478
379,825.7631132145548,479.3862758270154
380,825.7630435859161,479.3865878798649
381,821.7377823039914,482.1494190840532
382,821.7377791157023,482.1494215654008
383,820.2726123445179,483.4797501115415
384,819.2491747724692,484.8029586633969
385,818.6222651810448,485.9855270798516
386,818.4727632255662,487.1149788713927
387,818.4727698847765,487.1149791443003
388,818.6220412046836,488.12239493460487
389,819.3721717139607,488.8403180335139
390,820.6572036653438,489.5459908213572
391,822.3798542680046,490.10046995233444
392,822.3798544805962,490.10046712897383
393,826.8169730722046,490.7199628815612
394,826.8169749240095,490.7199634810073
395,828.9955327965986,490.92052469272477
396,831.2311740333685,491.12261289100803
397,831.2311732178606,491.1226104532108
398,835.7862730605121,491.25397333314476
399,835.7862735736453,491.25397423114185
400,837.9320672398761,491.33200985059807
401,839.8218695478305,491.5927036609775
402,841.4068575424448,491.8201365247914
403,842.8749876930434,492.17416497207654
404,843.8964571081593,492.6716707349434
405,843.8963480656681,492.6718104175454
406,844.4648198672594,493.2090692178699
407,844.5465221231634,493.97332707703936
408,844.3074284478864,494.71322867160245
409,843.4460752103809,495.5284952552136
410,843.4410075670645,495.5282157764377
411,842.3790681776537,496.4519826829738
412,840.9786978716361,497.2281929260676
413,839.5336147452089,498.1043399061329
414,837.9513890110354,498.79132391005595
415,836.1925486226746,499.4223975477215
416,836.19254794123,499.4224005345835
417,832.7489636087972,499.93276938512867
418,832.7489671502535,499.93276914677125
419,831.150936239303,499.9705156913146
420,829.7790112726273,499.6721402021623
421,828.503319209415,499.01372621858997
422,827.7576739850135,498.2053305084596
423,827.7576683202271,498.2053297840249
424,827.2459848353384,496.9565334472876
425,827.226975224554,495.70286582947784
426,827.471286954011,493.9558944141138
427,828.1296809128785,492.20459890000683
428,829.0395867462876,490.1335557687449
429,829.0395847058451,490.13355624066924
430,830.1449115978547,488.0217005525645
431,831.321883994736,485.92578761230783
432,832.5645632985967,483.62266223009
433,833.9823837645393,481.4502663513576
434,833.9823838886091,481.45026166443677
435,835.2287329294932,479.33117492045864
436,836.4298433035918,477.34886786518285
437,837.6499392496453,475.6924617357665
438,838.5641151610366,474.1487541310392
439,838.5641134095913,474.1487541310392
440,839.1944189775678,472.9674571662817
441,839.4578655099723,472.15522505646106
442,839.4068677399633,471.67901001784287
443,838.8851354280274,471.65802366820634
444,838.8850516715218,471.6579665785689
445,836.9814793692927,472.6367598814868
446,836.9821379803853,472.6360895719358
447,835.6423357472758,473.75124277517097
448,834.1112595926916,474.99922441400656
449,832.3617156772572,476.65798352370774
450,830.6363343612504,478.5120939705727
451,830.6363333269161,478.51209572637566
452,828.8000987582423,480.5896374435515
453,826.9157847898854,482.7210523329924
454,825.1471068345614,484.77239082030036
455,823.5364094832527,486.8652929768294
456,823.5364043858071,486.8652931485262
457,821.2338664011262,490.9434530191411
458,821.2338655811336,490.9434538050124
459,820.7114204813591,492.788766485126
460,820.5305705074367,494.32993970220997
461,820.832479988716,495.80380275142113
462,821.5729791576473,496.8647374676494
463,821.5729776485078,496.8647369920143
464,824.1513569122707,498.43914361312284
465,824.1513581490718,498.4391438291136
466,825.8846762262232,498.75224941554774
467,827.9682026720266,498.9555485181075
468,830.1762475134831,498.85577722798337
469,830.176245689617,498.85577371865736
470,832.553799602518,498.62024410075276
471,835.026869953723,498.1468803451107
472,837.4503699434794,497.60331146522196
473,839.722312521369,496.9971260641448
474,841.7572043247231,496.26793837059836
475,841.7572052370767,496.26794052528305
476,843.4446704681454,495.54374936185644
477,844.8620563117751,494.8380116079068
478,845.8210580555295,494.2806615713678
479,846.3067636760333,493.7726806187251
480,846.3068975832065,493.7727264711121
481,846.2304688116944,492.973659818785
482,846.2304673927159,492.97366055501533
483,845.571549094342,492.71764528114676
484,844.5917130476513,492.5155233641574
485,843.2167136122187,492.41458724936655
486,841.5866645708452,492.44517319429644
487,841.5866645708452,492.44517966070646
488,839.6387173948634,492.2272101823186
489,837.4799873294968,492.20049065334365
490,835.297270328599,492.0977341930233
491,833.1172632063528,491.8276639064203
492,831.0477988137469,491.54853360563584
493,831.0477976691353,491.5485368480686
494,829.190882448428,491.1189865443777
495,827.5153854591841,490.5461593210963
496,826.2051442449219,489.7662141384492
497,825.2026511502447,488.9320577817174
498,824.4867859016751,487.8714058505706
499,824.486752914746,487.87140650400784
500,824.2323469612287,485.4572402116253
501,824.2253535611007,485.4489584177391
502,824.5813616067508,484.05389651176165
503,825.3131100853325,482.75552719294546
504,825.3152442320124,482.7430341101122
505,826.349435886596,481.19076133597827
506,827.6252317504265,479.76729086306227
507,829.0391236140474,478.433798130584
508,830.5605892584384,477.1313045938395
509,831.9713928273561,476.04032586306846
510,833.3686553348596,475.1363482977224
511,833.3686566323685,475.1363524519574
512,834.5892433179627,474.4318066746206
513,835.5414265639047,474.0383548475454
514,836.28847104102,473.9794819242614
515,836.8219622701961,474.1972899733723
516,837.2388014065127,474.7502029348579
517,837.2388048810997,474.7502051205794
518,837.2447089370443,475.69015261437335
519,837.2392353865619,476.93948825857586
520,836.6598170017049,478.5366688775834
521,835.7159541225145,480.3400409445484
522,835.7159497785528,480.3400370615486
523,834.5636610351225,482.3409643288943
524,833.1344832771213,484.6239427910141
525,831.6952551587792,486.90785393503455
526,830.1620837211593,489.37936762597076
527,830.1620953949453,489.3793656371403
528,827.5249453856854,493.98788636480765
529,827.5249437104717,493.9878834622944
530,826.4813533978449,496.138720487271
531,825.6143098590555,498.0741496211346
532,825.0409475005819,499.7942983427372
533,824.699109574284,501.2081536807959
534,824.6991099259154,501.2081491966227
535,824.9671327096357,503.2779961536905
536,824.9694963945246,503.2764979512415
537,825.6719509678921,503.73382374779897
538,826.6253140297036,503.8706118532004
539,828.1591839997158,503.75915664634
540,828.1591857759463,503.75915450531784
541,829.891683404213,503.2148290710156
542,831.8920144965749,502.4879561447721
543,833.9086113436733,501.5517154385071
544,836.0824496660385,500.17059132961344
545,837.93521798075,498.8038212758014
546,837.9352157463995,498.80382196675527
547,839.8135086872244,497.3776749882641
548,841.4578929835967,495.6304595082425
549,842.971852814189,493.9663611213313
550,844.1591556073749,492.4194712368194
551,844.1591568533091,492.419472864375
552,845.0860249693692,490.9161830530492
553,845.692599847376,489.3595860221987
554,845.9667752830202,488.12550230049237
555,845.648349368374,486.9463515476981
556,844.9182269442548,485.94513499460857
557,843.7652509099546,485.2102653139965
558,843.7652526565087,485.2102655423454
559,842.1773061265975,484.70122037696865
560,840.2160066270989,484.2285268724539
561,838.0899666350997,483.8654933675265
562,836.0549480994422,483.718356258585
563,836.0539330704368,483.71916772985344
564,832.0152502257247,483.43012019900567
565,832.0152501187786,483.43012032146476
566,829.9742369157993,483.56599921028385
567,827.8704280497226,483.49354786449106
568,825.735697168005,483.3922670855028
569,823.657923199819,483.3671313477813
570,823.6579211534145,483.36713264478794
571,822.0810036954992,483.3026630387792
572,821.0407022147525,483.0593772367475
573,820.579362046388,482.7867276296665
574,820.640585078979,482.46840825388995
575,821.3130432423064,482.1985587344952
576,821.3132434888106,482.19853430522295
577,822.3320401835938,481.70830915045326
578,823.5101836432156,481.3359781248309
579,824.8033614828197,480.8750931905287
580,826.1203736654804,480.51544075229396
581,827.62213918811,480.14250218725704
582,827.6221378704291,480.14249759097754
583,829.1744714453994,479.8735152128326
584,830.9452509784556,479.73553887560223
585,832.7721992763278,479.834416715845
586,834.5852797155068,479.95143571369636
587,834.5852832156695,479.95143684718687
588,836.2821234827571,480.3755130485269
589,837.5659542263217,480.93580484379015
590,838.4866821218527,481.9556968483573
591,838.9908990680826,482.9179143576472
592,839.0101768400215,484.3370995189749
593,838.8607015844196,485.8861269504642
594,838.860702069862,485.88612762834725
595,838.3840779367205,487.4538629412486
596,837.8723509277104,489.5029114965198
597,837.1846824500481,491.4406037241601
598,836.1685551213943,493.5344360091592
599,835.117218670975,495.4462764776411
600,835.1172182592784,495.4462731159532
601,833.8606184023437,497.3329018300468
602,832.533637966464,499.2117443896256
603,831.1202207244949,500.68280410838497
604,829.8416218637993,502.0907212681638
605,828.79415460425,503.2359877299532
606,828.7941510845176,503.2359880965813
607,828.1689262615004,504.0345954323088
608,827.8712730863782,504.6555021602178
609,827.8712368608595,504.65565324616443
610,828.2091494575221,504.4833362900937
611,828.640747766502,504.0045288245118
612,828.640749526201,504.00452706471987
613,829.3747330221453,503.13338409120183
614,830.344189886371,501.94174842634595
615,831.5835105837052,500.5351840933724
616,832.9564637203538,498.7374161915983
617,832.9564640269278,498.7374215636376
618,834.6727312356907,496.86058052746813
619,836.2713204276731,494.807788657418
620,837.8495165321971,492.6468461336382
621,839.3859675162207,490.60164168905976
622,840.6963226561362,488.2604148758368
623,840.6963226561362,488.2604166482045
624,841.7039498057228,486.1350514622808
625,842.552570662128,484.22317668588545
626,843.0244854320763,482.31340867672145
627,843.0244854320763,482.31340790007584
628,842.8943410413845,479.3522847529612
629,842.8941664432024,479.3523327356467
630,842.2892425520571,478.37392519950544
631,841.2688133197341,477.616270390091
632,839.9852934742472,477.1201966600117
633,838.2413729043872,476.8243088821921
634,838.2413720623148,476.8243094942795
635,834.6196252092483,477.1872631232355
636,834.600809143355,477.1763918783746
637,832.5383783443235,477.62141825134154
638,830.4338261107338,478.22878341171025
639,830.4338242298722,478.22878055062927
640,826.1508243016067,479.8388640403643
641,826.1585794526411,479.84127191469946
642,824.2448129181682,480.7907089819983
643,822.5637602851234,481.6268300504459
644,821.2650372616332,482.5221918443654
645,820.3463197353218,483.440601993993
646,820.3461568132408,483.44054297242957
647,819.7981878405888,484.232726580711
648,819.8082297960246,484.96297658120943
649,820.3147997969056,485.65425888196154
650,821.0847082038208,486.0874661904795
